file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000002_000000000002.dimacs;;2;0; 1;;1;Not a VC: ;;;
1-random/000002_000000000012.dimacs;;12;10; 1;;1;Not a VC: ;;;
1-random/000004_000000000004.dimacs;;4;0; 1;;1;Not a VC: ;;;
1-random/000004_000000000024.dimacs;;24;20; 1;;1;Not a VC: ;;;
1-random/000006_000000000007.dimacs;;7;1; 1;;1;Not a VC: ;;;
1-random/000006_000000000036.dimacs;;36;30; 1;;1;Not a VC: ;;;
1-random/000008_000000000009.dimacs;;9;1; 1;;1;Not a VC: ;;;
1-random/000008_000000000048.dimacs;;48;40; 1;;1;Not a VC: ;;;
1-random/000010_000000000012.dimacs;;12;2; 1;;1;Not a VC: ;;;
1-random/000010_000000000060.dimacs;;60;50; 1;;1;Not a VC: ;;;
1-random/000012_000000000014.dimacs;;14;2; 1;;1;Not a VC: ;;;
1-random/000012_000000000072.dimacs;;72;60; 1;;1;Not a VC: ;;;
1-random/000014_000000000016.dimacs;;16;2; 1;;1;Not a VC: ;;;
1-random/000014_000000000084.dimacs;;84;70; 1;;1;Not a VC: ;;;
1-random/000016_000000000019.dimacs;;19;3; 1;;1;Not a VC: ;;;
1-random/000016_000000000096.dimacs;;96;80; 1;;1;Not a VC: ;;;
1-random/000018_000000000021.dimacs;;21;3; 1;;1;Not a VC: ;;;
1-random/000018_000000000108.dimacs;;108;91; 1;;1;Not a VC: ;;;
1-random/000020_000000000024.dimacs;;24;4; 1;;1;Not a VC: ;;;
1-random/000020_000000000120.dimacs;;120;101; 1;;1;Not a VC: ;;;
1-random/000022_000000000026.dimacs;;26;4; 1;;1;Not a VC: ;;;
1-random/000022_000000000132.dimacs;;132;112; 1;;1;Not a VC: ;;;
1-random/000024_000000000028.dimacs;;28;4; 1;;1;Not a VC: ;;;
1-random/000024_000000000144.dimacs;;144;124; 1;;1;Not a VC: ;;;
1-random/000026_000000000031.dimacs;;31;6; 1;;1;Not a VC: ;;;
1-random/000026_000000000156.dimacs;;156;131; 1;;1;Not a VC: ;;;
