file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000700_000000000840.dimacs;0.32;840;2395; 140;0;1;OK;OK;0;
1-random/000700_000000004200.dimacs;0.78;4200;58018; 692;0;1;OK;OK;0;
1-random/000800_000000000960.dimacs;0.34;960;3292; 160;0;1;OK;OK;0;
1-random/000800_000000004800.dimacs;0.88;4800;75159; 795;0;1;OK;OK;0;
1-random/000900_000000001080.dimacs;0.36;1080;3671; 180;0;1;OK;OK;0;
1-random/000900_000000005400.dimacs;1.05;5400;96355; 892;0;1;OK;OK;0;
1-random/001000_000000001200.dimacs;0.36;1200;4388; 199;0;1;OK;OK;0;
1-random/001000_000000006000.dimacs;1.20;6000;116702; 989;0;1;OK;OK;0;
2-social-networks/00-karate.graph.dimacs;0.22;34;78; 14;0;1;OK;OK;0;
2-social-networks/01-dolphins.graph.dimacs;0.22;62;159; 34;0;1;OK;OK;0;
2-social-networks/02-chesapeake.graph.dimacs;0.24;39;170; 22;0;1;OK;OK;0;
2-social-networks/03-adjnoun.graph.dimacs;0.30;112;425; 59;0;1;OK;OK;0;
2-social-networks/04-polbooks.graph.dimacs;0.24;105;441; 62;0;1;OK;OK;0;
2-social-networks/05-football.graph.dimacs;2.16;115;613; 94;6883;1;OK;OK;0;
2-social-networks/06-celegans_metabolic.graph.dimacs;0.33;453;2025; 249;0;1;OK;OK;0;
2-social-networks/07-jazz.graph.dimacs;0.31;198;2742; 158;0;1;OK;OK;0;
2-social-networks/08-netscience.graph.dimacs;0.33;1589;2742; 899;0;1;OK;OK;0;
2-social-networks/09-email.graph.dimacs;0.38;1133;5451; 594;0;1;OK;OK;0;
2-social-networks/10-add20.graph.dimacs;0.41;2395;7462; 1265;0;1;OK;OK;0;
2-social-networks/11-power.graph.dimacs;0.42;4941;6594; 2203;0;1;OK;OK;0;
2-social-networks/12-uk.graph.dimacs;;4824;6837; 0;;0;;;;
2-social-networks/13-add32.graph.dimacs;0.38;4960;9462; 2674;0;1;OK;OK;0;
2-social-networks/14-as20000102.txt.dimacs;0.46;6474;12572; 1052;0;1;OK;OK;0;
2-social-networks/15-email-Eu-core.txt.dimacs;0.53;1005;16064; 579;0;1;OK;OK;0;
2-social-networks/16-3elt.graph.dimacs;;4720;13722; 0;;0;;;;
2-social-networks/17-ca-GrQc.txt.dimacs;0.49;5242;14484; 2783;0;1;OK;OK;0;
2-social-networks/18-data.graph.dimacs;;2851;15093; 0;;0;;;;
2-social-networks/19-polblogs.graph.dimacs;0.45;1490;16715; 560;0;1;OK;OK;0;
2-social-networks/20-p2p-Gnutella08.txt.dimacs;0.55;6301;20777; 2054;0;1;OK;OK;0;
2-social-networks/21-PGPgiantcompo.graph.dimacs;0.59;10680;24316; 4342;0;1;OK;OK;0;
2-social-networks/22-ca-HepTh.txt.dimacs;0.58;9877;25973; 4981;0;1;OK;OK;0;
2-social-networks/23-p2p-Gnutella09.txt.dimacs;0.58;8114;26013; 2574;0;1;OK;OK;0;
2-social-networks/24-whitaker3.graph.dimacs;;9800;28989; 0;;0;;;;
2-social-networks/25-crack.graph.dimacs;1.00;10240;30380; 5637;4;1;OK;OK;0;
2-social-networks/26-p2p-Gnutella06.txt.dimacs;0.74;8717;31525; 3405;0;1;OK;OK;0;
2-social-networks/27-p2p-Gnutella05.txt.dimacs;0.66;8846;31839; 3428;0;1;OK;OK;0;
2-social-networks/28-fe_4elt2.graph.dimacs;;11143;32818; 10;;0;;;;
2-social-networks/29-p2p-Gnutella04.txt.dimacs;0.75;10876;39994; 4348;0;1;OK;OK;0;
2-social-networks/30-as-22july06.graph.dimacs;0.79;22963;48436; 3303;0;1;OK;OK;0;
2-social-networks/31-cs4.graph.dimacs;;22499;43858; 10;;0;;;;
3-medium-sized/vc001.dimacs;0.61;6160;40207; 2586;0;1;OK;OK;0;
3-medium-sized/vc003.dimacs;1.69;60541;48418; 12190;0;1;OK;OK;0;
3-medium-sized/vc005.dimacs;52.09;200;798; 129;;1;OK;OK;0;
3-medium-sized/vc007.dimacs;0.64;8794;10121; 4397;0;1;OK;OK;0;
3-medium-sized/vc009.dimacs;1.83;38452;174645; 21348;0;1;OK;OK;0;
3-medium-sized/vc011.dimacs;0.69;9875;25973; 4981;0;1;OK;OK;0;
3-medium-sized/vc013.dimacs;1.00;45307;36697; 8610;0;1;OK;OK;0;
3-medium-sized/vc015.dimacs;1.57;53610;42940; 10670;0;1;OK;OK;0;
3-medium-sized/vc017.dimacs;1.11;23541;34233; 12082;0;1;OK;OK;0;
3-medium-sized/vc019.dimacs;51.98;200;862; 130;;1;OK;OK;0;
3-medium-sized/vc021.dimacs;0.68;24765;19655; 5110;0;1;OK;OK;0;
3-medium-sized/vc023.dimacs;1.30;27717;133665; 16013;0;1;OK;OK;0;
3-medium-sized/vc025.dimacs;0.55;23194;18295; 4899;0;1;OK;OK;0;
3-medium-sized/vc027.dimacs;1.99;65866;52435; 13431;0;1;OK;OK;0;
3-medium-sized/vc029.dimacs;0.87;13431;16234; 6622;0;1;OK;OK;0;
3-medium-sized/vc031.dimacs;52.59;200;813; 136;;1;OK;OK;0;
3-medium-sized/vc033.dimacs;;4410;6885; 0;;0;;;;
3-medium-sized/vc035.dimacs;52.02;200;864; 133;;1;OK;OK;0;
3-medium-sized/vc037.dimacs;52.20;198;808; 131;;1;OK;OK;0;
3-medium-sized/vc039.dimacs;;6795;10620; 0;;0;;;;
3-medium-sized/vc041.dimacs;52.30;200;1023; 139;;1;OK;OK;0;
3-medium-sized/vc043.dimacs;52.88;200;841; 139;;1;OK;OK;0;
3-medium-sized/vc045.dimacs;52.25;200;1020; 137;;1;OK;OK;0;
3-medium-sized/vc047.dimacs;52.69;200;1093; 140;;1;OK;OK;0;
3-medium-sized/vc049.dimacs;52.39;200;933; 136;;1;OK;OK;0;
3-medium-sized/vc051.dimacs;52.47;200;1098; 140;;1;OK;OK;0;
3-medium-sized/vc053.dimacs;52.54;200;1026; 139;;1;OK;OK;0;
3-medium-sized/vc055.dimacs;52.05;200;938; 134;;1;OK;OK;0;
3-medium-sized/vc057.dimacs;52.24;200;1160; 142;;1;OK;OK;0;
3-medium-sized/vc059.dimacs;52.20;200;961; 137;;1;OK;OK;0;
3-medium-sized/vc061.dimacs;52.32;200;931; 135;;1;OK;OK;0;
3-medium-sized/vc063.dimacs;52.02;200;1011; 138;;1;OK;OK;0;
3-medium-sized/vc065.dimacs;52.13;200;1011; 138;;1;OK;OK;0;
3-medium-sized/vc067.dimacs;52.41;200;1174; 143;;1;OK;OK;0;
3-medium-sized/vc069.dimacs;52.67;200;1083; 140;;1;OK;OK;0;
3-medium-sized/vc071.dimacs;52.15;200;952; 136;;1;OK;OK;0;
3-medium-sized/vc073.dimacs;52.30;200;1078; 139;;1;OK;OK;0;
3-medium-sized/vc075.dimacs;;26300;41500; 0;;0;;;;
3-medium-sized/vc077.dimacs;52.16;200;961; 137;;1;OK;OK;0;
3-medium-sized/vc079.dimacs;;26300;41500; 0;;0;;;;
3-medium-sized/vc081.dimacs;52.72;199;1091; 141;;1;OK;OK;0;
3-medium-sized/vc083.dimacs;53.34;200;1172; 144;;1;OK;OK;0;
3-medium-sized/vc085.dimacs;;11470;17408; 0;;0;;;;
3-medium-sized/vc087.dimacs;;13590;21240; 0;;0;;;;
