file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000002_000000000002.dimacs;0.09;2;0;0;;1;OK;OK;0;
1-random/000002_000000000012.dimacs;0.07;12;10;2;;1;OK;OK;0;
1-random/000004_000000000004.dimacs;0.07;4;0;0;;1;OK;OK;0;
1-random/000004_000000000024.dimacs;0.08;24;20;4;;1;OK;OK;0;
1-random/000006_000000000007.dimacs;0.07;7;1;1;;1;OK;OK;0;
1-random/000006_000000000036.dimacs;0.08;36;30;4;;1;OK;OK;0;
1-random/000008_000000000009.dimacs;0.07;9;1;1;;1;OK;OK;0;
1-random/000008_000000000048.dimacs;0.09;48;40;7;;1;OK;OK;0;
1-random/000010_000000000012.dimacs;0.06;12;2;2;;1;OK;OK;0;
1-random/000010_000000000060.dimacs;0.08;60;50;10;;1;OK;OK;0;
1-random/000012_000000000014.dimacs;0.07;14;2;1;;1;OK;OK;0;
1-random/000012_000000000072.dimacs;0.10;72;60;11;;1;OK;OK;0;
1-random/000014_000000000016.dimacs;0.07;16;2;2;;1;OK;OK;0;
1-random/000014_000000000084.dimacs;0.09;84;70;13;;1;OK;OK;0;
1-random/000016_000000000019.dimacs;0.07;19;3;1;;1;OK;OK;0;
1-random/000016_000000000096.dimacs;0.08;96;80;15;;1;OK;OK;0;
1-random/000018_000000000021.dimacs;0.07;21;3;2;;1;OK;OK;0;
1-random/000018_000000000108.dimacs;0.08;108;91;15;;1;OK;OK;0;
1-random/000020_000000000024.dimacs;0.07;24;4;2;;1;OK;OK;0;
1-random/000020_000000000120.dimacs;0.08;120;101;18;;1;OK;OK;0;
1-random/000022_000000000026.dimacs;0.07;26;4;3;;1;OK;OK;0;
1-random/000022_000000000132.dimacs;0.08;132;112;19;;1;OK;OK;0;
1-random/000024_000000000028.dimacs;0.07;28;4;4;;1;OK;OK;0;
1-random/000024_000000000144.dimacs;0.10;144;124;22;;1;OK;OK;0;
1-random/000026_000000000031.dimacs;0.08;31;6;5;;1;OK;OK;0;
1-random/000026_000000000156.dimacs;0.11;156;131;23;;1;OK;OK;0;
1-random/000028_000000000033.dimacs;0.06;33;8;4;;1;OK;OK;0;
1-random/000028_000000000168.dimacs;0.11;168;152;26;;1;OK;OK;0;
1-random/000030_000000000036.dimacs;0.08;36;8;5;;1;OK;OK;0;
1-random/000030_000000000180.dimacs;0.12;180;167;27;;1;OK;OK;0;
1-random/000035_000000000042.dimacs;0.06;42;7;6;;1;OK;OK;0;
1-random/000035_000000000210.dimacs;0.12;210;202;26;;1;OK;OK;0;
1-random/000040_000000000048.dimacs;0.08;48;19;7;;1;OK;OK;0;
1-random/000040_000000000240.dimacs;0.11;240;244;35;;1;OK;OK;0;
1-random/000045_000000000054.dimacs;0.07;54;9;6;;1;OK;OK;0;
1-random/000045_000000000270.dimacs;0.11;270;291;39;;1;OK;OK;0;
1-random/000050_000000000060.dimacs;0.06;60;13;9;;1;OK;OK;0;
1-random/000050_000000000300.dimacs;0.17;300;339;46;;1;OK;OK;0;
1-random/000055_000000000066.dimacs;0.08;66;14;8;;1;OK;OK;0;
1-random/000055_000000000330.dimacs;0.15;330;399;48;;1;OK;OK;0;
1-random/000060_000000000072.dimacs;0.07;72;13;10;;1;OK;OK;0;
1-random/000060_000000000360.dimacs;0.16;360;436;50;;1;OK;OK;0;
1-random/000065_000000000078.dimacs;0.08;78;20;11;;1;OK;OK;0;
1-random/000065_000000000390.dimacs;0.21;390;547;59;;1;OK;OK;0;
1-random/000070_000000000084.dimacs;0.08;84;21;12;;1;OK;OK;0;
1-random/000070_000000000420.dimacs;0.40;420;539;60;;1;OK;OK;0;
1-random/000075_000000000090.dimacs;0.08;90;33;13;;1;OK;OK;0;
1-random/000075_000000000450.dimacs;0.44;450;682;68;;1;OK;OK;0;
1-random/000080_000000000096.dimacs;0.08;96;24;13;;1;OK;OK;0;
1-random/000080_000000000480.dimacs;0.27;480;777;73;;1;OK;OK;0;
1-random/000085_000000000102.dimacs;0.08;102;36;16;;1;OK;OK;0;
1-random/000085_000000000510.dimacs;0.69;510;843;76;;1;OK;OK;0;
1-random/000090_000000000108.dimacs;0.08;108;38;17;;1;OK;OK;0;
1-random/000090_000000000540.dimacs;0.40;540;825;78;;1;OK;OK;0;
1-random/000095_000000000114.dimacs;0.08;114;46;18;;1;OK;OK;0;
1-random/000095_000000000570.dimacs;0.60;570;1022;86;;1;OK;OK;0;
1-random/000100_000000000120.dimacs;0.08;120;51;20;;1;OK;OK;0;
1-random/000100_000000000600.dimacs;1.05;600;1151;95;;1;OK;OK;0;
1-random/000200_000000000240.dimacs;0.16;240;166;38;;1;OK;OK;0;
